number,name,position,height,weight,birth_date,experience,college,team
41,Trey Lyles,PF,6-10,234,"November 5, 1995",R,University of Kentucky,UTAH JAZZ
8,Shelvin Mack,PG,6-3,203,"April 22, 1990",4,Butler University,UTAH JAZZ
13,Elijah Millsap,SG,6-6,225,"August 12, 1987",1,"University of Louisiana at Lafayette, University of Alabama at Birmingham",UTAH JAZZ
25,Raul Neto,PG,6-1,179,"May 19, 1992",R,,UTAH JAZZ
22,J.J. O'Brien,SF,6-7,228,"April 8, 1992",R,San Diego State University,UTAH JAZZ
21,Tibor Pleiss,C,7-3,256,"November 2, 1989",R,,UTAH JAZZ
24,Jeff Withey,C,7-0,231,"March 7, 1990",2,University of Kansas,UTAH JAZZ
00,Darrell Arthur,PF,6-9,235,"March 25, 1988",6,University of Kansas,DENVER NUGGETS
12,D.J. Augustin,PG,6-0,183,"November 10, 1987",7,University of Texas at Austin,DENVER NUGGETS
5,Will Barton,SG,6-6,190,"January 6, 1991",3,University of Memphis,DENVER NUGGETS
35,Kenneth Faried,PF,6-8,220,"November 19, 1989",4,Morehead State University,DENVER NUGGETS
4,Randy Foye,SG,6-4,213,"September 24, 1983",9,Villanova University,DENVER NUGGETS
8,Danilo Gallinari,SF,6-10,225,"August 8, 1988",6,,DENVER NUGGETS
11,Erick Green,PG,6-4,185,"May 9, 1991",1,Virginia Polytechnic Institute and State University,DENVER NUGGETS
14,Gary Harris,SG,6-4,210,"September 14, 1994",1,Michigan State University,DENVER NUGGETS
7,J.J. Hickson,C,6-9,242,"September 4, 1988",7,North Carolina State University,DENVER NUGGETS
15,Nikola Jokic,C,7-0,250,"February 19, 1995",R,,DENVER NUGGETS
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",1,University of Cincinnati,DENVER NUGGETS
77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",1,,DENVER NUGGETS
3,Mike Miller,SF,6-8,218,"February 19, 1980",15,University of Florida,DENVER NUGGETS
0,Emmanuel Mudiay,PG,6-5,200,"March 5, 1996",R,,DENVER NUGGETS
1,Jameer Nelson,PG,6-0,190,"February 9, 1982",11,Saint Joseph's University,DENVER NUGGETS
23,Jusuf Nurkic,C,7-0,275,"August 23, 1994",1,,DENVER NUGGETS
16,Kostas Papanikolaou,SF,6-8,225,"July 31, 1990",1,,DENVER NUGGETS
9,JaKarr Sampson,SF,6-9,214,"March 20, 1993",1,St. John's University,DENVER NUGGETS
6,Axel Toupane,SF,6-7,197,"July 23, 1992",R,,DENVER NUGGETS
88,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",R,,MINNESOTA TIMBERWOLVES
5,Gorgui Dieng,C,6-11,252,"January 18, 1990",2,University of Louisville,MINNESOTA TIMBERWOLVES
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",20,,MINNESOTA TIMBERWOLVES
1,Tyus Jones,PG,6-2,196,"May 10, 1996",R,Duke University,MINNESOTA TIMBERWOLVES
8,Zach LaVine,SG,6-5,200,"March 10, 1995",1,"University of California, Los Angeles",MINNESOTA TIMBERWOLVES
23,Kevin Martin,SG,6-7,199,"February 1, 1983",11,Western Carolina University,MINNESOTA TIMBERWOLVES
24,Andre Miller,PG,6-3,200,"March 19, 1976",16,University of Utah,MINNESOTA TIMBERWOLVES
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",2,"University of California, Los Angeles",MINNESOTA TIMBERWOLVES
33,Adreian Payne,PF,6-10,237,"February 19, 1991",1,Michigan State University,MINNESOTA TIMBERWOLVES
14,Nikola Pekovic,C,6-11,307,"January 3, 1986",5,,MINNESOTA TIMBERWOLVES
12,Tayshaun Prince,SF,6-9,212,"February 28, 1980",13,University of Kentucky,MINNESOTA TIMBERWOLVES
9,Ricky Rubio,PG,6-4,190,"October 21, 1990",4,,MINNESOTA TIMBERWOLVES
10,Damjan Rudez,SF,6-10,228,"June 17, 1986",1,,MINNESOTA TIMBERWOLVES
4,Greg Smith,PF,6-10,250,"January 8, 1991",4,"California State University, Fresno",MINNESOTA TIMBERWOLVES
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",R,University of Kentucky,MINNESOTA TIMBERWOLVES
22,Andrew Wiggins,SF,6-8,194,"February 23, 1995",1,University of Kansas,MINNESOTA TIMBERWOLVES
19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",12,,GOLDEN STATE WARRIORS
40,Harrison Barnes,SF,6-8,225,"May 30, 1992",3,University of North Carolina,GOLDEN STATE WARRIORS
12,Andrew Bogut,C,7-0,260,"November 28, 1984",10,University of Utah,GOLDEN STATE WARRIORS
21,Ian Clark,SG,6-3,175,"March 7, 1991",2,Belmont University,GOLDEN STATE WARRIORS
30,Stephen Curry,PG,6-3,190,"March 14, 1988",6,Davidson College,GOLDEN STATE WARRIORS
31,Festus Ezeli,C,6-11,255,"October 21, 1989",2,Vanderbilt University,GOLDEN STATE WARRIORS
23,Draymond Green,PF,6-7,230,"March 4, 1990",3,Michigan State University,GOLDEN STATE WARRIORS
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",11,University of Arizona,GOLDEN STATE WARRIORS
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",10,,GOLDEN STATE WARRIORS
36,Kevon Looney,PF,6-9,220,"February 6, 1996",R,"University of California, Los Angeles",GOLDEN STATE WARRIORS
20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",1,University of North Carolina,GOLDEN STATE WARRIORS
4,Brandon Rush,SG,6-6,220,"July 7, 1985",7,University of Kansas,GOLDEN STATE WARRIORS
5,Marreese Speights,C,6-10,255,"August 4, 1987",7,University of Florida,GOLDEN STATE WARRIORS
1,Jason Thompson,C,6-11,250,"July 21, 1986",7,Rider University,GOLDEN STATE WARRIORS
11,Klay Thompson,SG,6-7,215,"February 8, 1990",4,Washington State University,GOLDEN STATE WARRIORS
18,Anderson Varejao,C,6-10,273,"September 28, 1982",11,,GOLDEN STATE WARRIORS
45,Cole Aldrich,C,6-11,250,"October 31, 1988",5,University of Kansas,LOS ANGELES CLIPPERS
19,Jeff Ayres,C,6-9,240,"April 29, 1987",5,Arizona State University,LOS ANGELES CLIPPERS
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",15,University of Michigan,LOS ANGELES CLIPPERS
22,Branden Dawson,PF,6-6,225,"February 1, 1993",R,Michigan State University,LOS ANGELES CLIPPERS
8,Jeff Green,SF,6-9,235,"August 28, 1986",7,Georgetown University,LOS ANGELES CLIPPERS
32,Blake Griffin,PF,6-10,250,"March 16, 1989",5,University of Oklahoma,LOS ANGELES CLIPPERS
33,Wesley Johnson,SF,6-7,215,"July 11, 1987",5,"Iowa State University, Syracuse University",LOS ANGELES CLIPPERS
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",7,Texas A&M University,LOS ANGELES CLIPPERS
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",7,"University of California, Los Angeles",LOS ANGELES CLIPPERS
3,Chris Paul,PG,6-0,175,"May 6, 1985",10,Wake Forest University,LOS ANGELES CLIPPERS
34,Paul Pierce,SF,6-7,235,"October 13, 1977",17,University of Kansas,LOS ANGELES CLIPPERS
9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",3,,LOS ANGELES CLIPPERS
4,J.J. Redick,SG,6-4,200,"June 24, 1984",9,Duke University,LOS ANGELES CLIPPERS
25,Austin Rivers,SG,6-4,200,"August 1, 1992",3,Duke University,LOS ANGELES CLIPPERS
5,Josh Smith,PF,6-9,225,"December 5, 1985",11,,LOS ANGELES CLIPPERS
1,Lance Stephenson,SF,6-6,230,"September 5, 1990",5,University of Cincinnati,LOS ANGELES CLIPPERS
35,Alex Stepheson,PF,6-10,270,"August 7, 1987",R,"University of North Carolina, University of Southern California",LOS ANGELES CLIPPERS
30,C.J. Wilcox,SG,6-5,195,"December 30, 1990",1,University of Washington,LOS ANGELES CLIPPERS
13,Quincy Acy,PF,6-7,240,"October 6, 1990",3,Baylor University,SACRAMENTO KINGS
5,James Anderson,SG,6-6,213,"March 25, 1989",4,Oklahoma State University,SACRAMENTO KINGS
3,Marco Belinelli,SG,6-5,210,"March 25, 1986",8,,SACRAMENTO KINGS
31,Caron Butler,SF,6-7,228,"March 13, 1980",13,University of Connecticut,SACRAMENTO KINGS
18,Omri Casspi,PF,6-9,225,"June 22, 1988",6,,SACRAMENTO KINGS
00,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",R,University of Kentucky,SACRAMENTO KINGS
7,Darren Collison,PG,6-0,175,"August 23, 1987",6,"University of California, Los Angeles",SACRAMENTO KINGS
15,DeMarcus Cousins,C,6-11,270,"August 13, 1990",5,University of Kentucky,SACRAMENTO KINGS
30,Seth Curry,PG,6-2,185,"August 23, 1990",2,"Liberty University, Duke University",SACRAMENTO KINGS
26,Duje Dukan,SF,6-9,220,"December 4, 1991",R,University of Wisconsin,SACRAMENTO KINGS
8,Rudy Gay,SF,6-8,230,"August 17, 1986",9,University of Connecticut,SACRAMENTO KINGS
41,Kosta Koufos,C,7-0,245,"February 24, 1989",7,Ohio State University,SACRAMENTO KINGS
23,Ben McLemore,SG,6-5,201,"February 11, 1993",2,University of Kansas,SACRAMENTO KINGS
25,Eric Moreland,PF,6-10,238,"December 24, 1991",1,Oregon State University,SACRAMENTO KINGS
9,Rajon Rondo,PG,6-1,186,"February 22, 1986",9,University of Kentucky,SACRAMENTO KINGS
2,Eric Bledsoe,PG,6-1,205,"December 9, 1989",5,University of Kentucky,PHOENIX SUNS
1,Devin Booker,SG,6-6,210,"October 30, 1996",R,University of Kentucky,PHOENIX SUNS
41,Lorenzo Brown,PG,6-5,189,"August 26, 1990",2,North Carolina State University,PHOENIX SUNS
10,Chase Budinger,SF,6-7,209,"May 22, 1988",6,University of Arizona,PHOENIX SUNS
4,Tyson Chandler,C,7-1,240,"October 2, 1982",14,,PHOENIX SUNS
8,Bryce Cotton,PG,6-1,165,"August 11, 1992",1,Providence College,PHOENIX SUNS
20,Archie Goodwin,PG,6-5,200,"August 17, 1994",2,University of Kentucky,PHOENIX SUNS
43,Kris Humphries,PF,6-9,235,"February 6, 1985",11,University of Minnesota,PHOENIX SUNS
55,Cory Jefferson,PF,6-9,218,"December 26, 1990",1,Baylor University,PHOENIX SUNS
23,John Jenkins,SG,6-4,215,"March 6, 1991",3,Vanderbilt University,PHOENIX SUNS
0,Orlando Johnson,SG,6-5,220,"March 11, 1989",2,"Loyola Marymount University, University of California, Santa Barbara",PHOENIX SUNS
3,Brandon Knight,SG,6-3,195,"December 2, 1991",4,University of Kentucky,PHOENIX SUNS
21,Alex Len,C,7-1,250,"June 16, 1993",2,University of Maryland,PHOENIX SUNS
30,Jon Leuer,PF,6-10,228,"May 14, 1989",4,University of Wisconsin,PHOENIX SUNS
52,Jordan McRae,PG,6-5,179,"March 28, 1991",R,University of Tennessee,PHOENIX SUNS
11,Markieff Morris,PF,6-10,245,"September 2, 1989",4,University of Kansas,PHOENIX SUNS
25,Phil Pressey,PG,5-11,175,"February 17, 1991",2,University of Missouri,PHOENIX SUNS
14,Ronnie Price,PG,6-2,190,"June 21, 1983",10,"Nicholls State University, Utah Valley State College",PHOENIX SUNS
35,Mirza Teletovic,PF,6-9,242,"September 18, 1985",3,,PHOENIX SUNS
17,P.J. Tucker,SF,6-6,245,"May 5, 1985",4,University of Texas at Austin,PHOENIX SUNS
12,T.J. Warren,SF,6-8,215,"September 5, 1993",1,North Carolina State University,PHOENIX SUNS
10,Sonny Weems,SG,6-6,205,"July 8, 1986",3,University of Arkansas,PHOENIX SUNS
15,Alan Williams,PF,6-8,265,"January 28, 1993",R,"University of California, Santa Barbara",PHOENIX SUNS
2,Brandon Bass,PF,6-8,250,"April 30, 1985",10,Louisiana State University,LOS ANGELES LAKERS
28,Tarik Black,C,6-9,250,"November 22, 1991",1,"University of Memphis, University of Kansas",LOS ANGELES LAKERS
3,Anthony Brown,SF,6-7,210,"October 10, 1992",R,Stanford University,LOS ANGELES LAKERS
24,Kobe Bryant,SF,6-6,212,"August 23, 1978",19,,LOS ANGELES LAKERS
6,Jordan Clarkson,SG,6-5,194,"June 7, 1992",1,"University of Tulsa, University of Missouri",LOS ANGELES LAKERS
17,Roy Hibbert,C,7-2,270,"December 11, 1986",7,Georgetown University,LOS ANGELES LAKERS
9,Marcelo Huertas,PG,6-3,200,"May 25, 1983",R,,LOS ANGELES LAKERS
4,Ryan Kelly,PF,6-11,230,"April 9, 1991",2,Duke University,LOS ANGELES LAKERS
7,Larry Nance,PF,6-9,230,"January 1, 1993",R,University of Wyoming,LOS ANGELES LAKERS
30,Julius Randle,PF,6-9,250,"November 29, 1994",1,University of Kentucky,LOS ANGELES LAKERS
1,D'Angelo Russell,PG,6-5,198,"February 23, 1996",R,Ohio State University,LOS ANGELES LAKERS
50,Robert Sacre,C,7-0,270,"June 6, 1989",3,Gonzaga University,LOS ANGELES LAKERS
23,Lou Williams,SG,6-1,175,"October 27, 1986",10,,LOS ANGELES LAKERS
37,Metta World Peace,SF,6-6,260,"November 13, 1979",15,St. John's University,LOS ANGELES LAKERS
0,Nick Young,SG,6-7,210,"June 1, 1985",8,University of Southern California,LOS ANGELES LAKERS
12,LaMarcus Aldridge,PF,6-11,260,"July 19, 1985",9,University of Texas at Austin,SAN ANTONIO SPURS
1,Kyle Anderson,SF,6-9,230,"September 20, 1993",1,"University of California, Los Angeles",SAN ANTONIO SPURS
15,Matt Bonner,C,6-10,235,"April 5, 1980",11,University of Florida,SAN ANTONIO SPURS
18,Rasual Butler,SF,6-7,215,"May 23, 1979",12,La Salle University,SAN ANTONIO SPURS
33,Boris Diaw,PF,6-8,250,"April 16, 1982",12,,SAN ANTONIO SPURS
21,Tim Duncan,C,6-11,250,"April 25, 1976",18,Wake Forest University,SAN ANTONIO SPURS
20,Manu Ginobili,SG,6-6,205,"July 28, 1977",13,,SAN ANTONIO SPURS
14,Danny Green,SG,6-6,215,"June 22, 1987",6,University of North Carolina,SAN ANTONIO SPURS
2,Kawhi Leonard,SF,6-7,230,"June 29, 1991",4,San Diego State University,SAN ANTONIO SPURS
40,Boban Marjanovic,C,7-3,290,"August 15, 1988",R,,SAN ANTONIO SPURS
23,Kevin Martin,SG,6-7,199,"February 1, 1983",11,Western Carolina University,SAN ANTONIO SPURS
3,Ray McCallum,PG,6-3,190,"June 12, 1991",2,University of Detroit Mercy,SAN ANTONIO SPURS
24,Andre Miller,PG,6-3,200,"March 19, 1976",16,University of Utah,SAN ANTONIO SPURS
8,Patty Mills,PG,6-0,180,"August 11, 1988",6,Saint Mary's College of California,SAN ANTONIO SPURS
9,Tony Parker,PG,6-2,185,"May 17, 1982",14,,SAN ANTONIO SPURS
17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",R,University of Houston,SAN ANTONIO SPURS
30,David West,PF,6-9,250,"August 29, 1980",12,Xavier University,SAN ANTONIO SPURS
1,Justin Anderson,SF,6-6,230,"November 19, 1993",R,University of Virginia,DALLAS MAVERICKS
5,J.J. Barea,PG,6-0,185,"June 26, 1984",9,Northeastern University,DALLAS MAVERICKS
21,Jeremy Evans,SF,6-9,200,"October 24, 1987",5,Western Kentucky University,DALLAS MAVERICKS
2,Raymond Felton,PG,6-1,205,"June 26, 1984",10,University of North Carolina,DALLAS MAVERICKS
34,Devin Harris,PG,6-3,185,"February 27, 1983",11,University of Wisconsin,DALLAS MAVERICKS
12,John Jenkins,SG,6-4,215,"March 6, 1991",3,Vanderbilt University,DALLAS MAVERICKS
42,David Lee,PF,6-9,245,"April 29, 1983",10,University of Florida,DALLAS MAVERICKS
23,Wesley Matthews,SF,6-5,220,"October 14, 1986",6,Marquette University,DALLAS MAVERICKS
11,JaVale McGee,C,7-0,270,"January 19, 1988",7,"University of Nevada, Reno",DALLAS MAVERICKS
50,Salah Mejri,C,7-2,235,"June 15, 1986",R,,DALLAS MAVERICKS
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",17,,DALLAS MAVERICKS
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",12,,DALLAS MAVERICKS
25,Chandler Parsons,SF,6-10,230,"October 25, 1988",4,University of Florida,DALLAS MAVERICKS
7,Dwight Powell,PF,6-11,240,"July 20, 1991",1,Stanford University,DALLAS MAVERICKS
3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",10,University of Connecticut,DALLAS MAVERICKS
8,Deron Williams,PG,6-3,200,"June 26, 1984",10,University of Illinois at Urbana-Champaign,DALLAS MAVERICKS
3,Jordan Adams,SG,6-5,209,"July 8, 1994",1,"University of California, Los Angeles",MEMPHIS GRIZZLIES
9,Tony Allen,SG,6-4,213,"January 11, 1982",11,"Butler County Community College, Oklahoma State University",MEMPHIS GRIZZLIES
7,Chris Andersen,C,6-10,245,"July 7, 1978",13,Blinn College,MEMPHIS GRIZZLIES
22,Matt Barnes,SF,6-7,226,"March 9, 1980",12,"University of California, Los Angeles",MEMPHIS GRIZZLIES
15,Vince Carter,SG,6-6,220,"January 26, 1977",17,University of North Carolina,MEMPHIS GRIZZLIES
6,Mario Chalmers,PG,6-2,190,"May 19, 1986",7,University of Kansas,MEMPHIS GRIZZLIES
11,Mike Conley,PG,6-1,175,"October 11, 1987",8,Ohio State University,MEMPHIS GRIZZLIES
8,Bryce Cotton,PG,6-1,165,"August 11, 1992",1,Providence College,MEMPHIS GRIZZLIES
8,James Ennis,SF,6-7,210,"July 1, 1990",1,"California State University, Long Beach",MEMPHIS GRIZZLIES
4,Jordan Farmar,PG,6-2,180,"November 30, 1986",8,"University of California, Los Angeles",MEMPHIS GRIZZLIES
33,Marc Gasol,C,7-1,255,"January 29, 1985",7,,MEMPHIS GRIZZLIES
0,JaMychal Green,PF,6-9,227,"June 21, 1990",1,University of Alabama,MEMPHIS GRIZZLIES
32,Jeff Green,SF,6-9,235,"August 28, 1986",7,Georgetown University,MEMPHIS GRIZZLIES
19,P.J. Hairston,SF,6-6,230,"December 24, 1992",1,University of North Carolina,MEMPHIS GRIZZLIES
20,Ryan Hollins,C,7-0,240,"October 10, 1984",9,"University of California, Los Angeles",MEMPHIS GRIZZLIES
5,Courtney Lee,SG,6-5,215,"October 3, 1985",7,Western Kentucky University,MEMPHIS GRIZZLIES
10,Jarell Martin,PF,6-10,239,"May 24, 1994",R,Louisiana State University,MEMPHIS GRIZZLIES
5,Ray McCallum,PG,6-3,190,"June 12, 1991",2,University of Detroit Mercy,MEMPHIS GRIZZLIES
14,Xavier Munford,SG,6-2,180,"June 1, 1992",R,University of Rhode Island,MEMPHIS GRIZZLIES
50,Zach Randolph,PF,6-9,250,"July 16, 1981",14,Michigan State University,MEMPHIS GRIZZLIES
2,Russ Smith,PG,6-0,165,"April 19, 1991",1,University of Louisville,MEMPHIS GRIZZLIES
1,Lance Stephenson,SF,6-6,230,"September 5, 1990",5,University of Cincinnati,MEMPHIS GRIZZLIES
35,Alex Stepheson,PF,6-10,270,"August 7, 1987",R,"University of North Carolina, University of Southern California",MEMPHIS GRIZZLIES
1,Jarnell Stokes,C,6-9,263,"January 7, 1994",1,University of Tennessee,MEMPHIS GRIZZLIES
19,Beno Udrih,PG,6-3,205,"July 5, 1982",11,,MEMPHIS GRIZZLIES
2,Briante Weber,PG,6-2,165,"December 29, 1992",R,Virginia Commonwealth University,MEMPHIS GRIZZLIES
25,Elliot Williams,PG,6-5,190,"June 20, 1989",3,"Duke University, University of Memphis",MEMPHIS GRIZZLIES
34,Brandan Wright,PF,6-10,210,"October 5, 1987",7,University of North Carolina,MEMPHIS GRIZZLIES
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",11,"University of California, Los Angeles",HOUSTON ROCKETS
8,Michael Beasley,PF,6-9,235,"January 9, 1989",7,Kansas State University,HOUSTON ROCKETS
2,Patrick Beverley,PG,6-1,185,"July 12, 1988",3,University of Arkansas,HOUSTON ROCKETS
33,Corey Brewer,SF,6-9,186,"March 5, 1986",8,University of Florida,HOUSTON ROCKETS
15,Clint Capela,C,6-10,240,"May 18, 1994",1,,HOUSTON ROCKETS
7,Sam Dekker,PF,6-9,230,"May 6, 1994",R,University of Wisconsin,HOUSTON ROCKETS
0,Andrew Goudelock,PG,6-3,200,"December 7, 1988",2,College of Charleston,HOUSTON ROCKETS
13,James Harden,SG,6-5,220,"August 26, 1989",6,Arizona State University,HOUSTON ROCKETS
35,Montrezl Harrell,PF,6-8,240,"January 26, 1994",R,University of Louisville,HOUSTON ROCKETS
44,Chuck Hayes,C,6-6,240,"June 11, 1983",10,University of Kentucky,HOUSTON ROCKETS
12,Dwight Howard,C,6-11,265,"December 8, 1985",11,,HOUSTON ROCKETS
6,Terrence Jones,PF,6-9,252,"January 9, 1992",3,University of Kentucky,HOUSTON ROCKETS
3,Ty Lawson,PG,5-11,195,"November 3, 1987",6,University of North Carolina,HOUSTON ROCKETS
32,K.J. McDaniels,SF,6-6,205,"February 9, 1993",1,Clemson University,HOUSTON ROCKETS
20,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",3,,HOUSTON ROCKETS
5,Josh Smith,PF,6-9,225,"December 5, 1985",11,,HOUSTON ROCKETS
31,Jason Terry,SG,6-2,185,"September 15, 1977",16,University of Arizona,HOUSTON ROCKETS
10,Marcus Thornton,SG,6-4,205,"June 5, 1987",6,Louisiana State University,HOUSTON ROCKETS
42,Alexis Ajinca,C,7-2,248,"May 6, 1988",5,,NEW ORLEANS PELICANS
33,Ryan Anderson,PF,6-10,240,"May 6, 1988",7,University of California,NEW ORLEANS PELICANS
3,Omer Asik,C,7-0,255,"July 4, 1986",5,,NEW ORLEANS PELICANS
8,Luke Babbitt,SF,6-9,225,"June 20, 1989",5,"University of Nevada, Reno",NEW ORLEANS PELICANS
30,Norris Cole,PG,6-2,175,"October 13, 1988",4,Cleveland State University,NEW ORLEANS PELICANS
44,Dante Cunningham,SF,6-8,230,"April 22, 1987",6,Villanova University,NEW ORLEANS PELICANS
23,Anthony Davis,C,6-10,253,"March 11, 1993",3,University of Kentucky,NEW ORLEANS PELICANS
31,Bryce Dejean-Jones,SG,6-6,209,"August 21, 1992",R,"University of Southern California, University of Nevada, Las Vegas, Iowa State University",NEW ORLEANS PELICANS
16,Toney Douglas,PG,6-2,195,"March 16, 1986",6,"Auburn University, Florida State University",NEW ORLEANS PELICANS
4,James Ennis,SF,6-7,210,"July 1, 1990",1,"California State University, Long Beach",NEW ORLEANS PELICANS
1,Tyreke Evans,SG,6-6,220,"September 19, 1989",6,University of Memphis,NEW ORLEANS PELICANS
2,Tim Frazier,PG,6-1,170,"November 1, 1990",1,Pennsylvania State University,NEW ORLEANS PELICANS
32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",4,Brigham Young University,NEW ORLEANS PELICANS
15,Alonzo Gee,SF,6-6,225,"May 29, 1987",6,University of Alabama,NEW ORLEANS PELICANS
10,Eric Gordon,SG,6-4,215,"December 25, 1988",7,Indiana University,NEW ORLEANS PELICANS
25,Jordan Hamilton,SF,6-7,220,"October 6, 1990",4,University of Texas at Austin,NEW ORLEANS PELICANS
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",6,"University of California, Los Angeles",NEW ORLEANS PELICANS
