number,name,position,height,weight,birth_date,experience,college,team
2,Ronnie Price,PG,6-2,190,"June 21, 1983",6,"Nicholls State University, Utah Valley State College",PHOENIX SUNS
22,Michael Redd,SG,6-6,220,"August 24, 1979",11,Ohio State University,PHOENIX SUNS
31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",7,,PHOENIX SUNS
21,Hakim Warrick,PF,6-9,219,"July 8, 1982",6,Syracuse University,PHOENIX SUNS
40,Earl Barron,C,7-0,250,"August 14, 1981",5,University of Memphis,GOLDEN STATE WARRIORS
34,Keith Benson,C,6-11,240,"August 13, 1988",R,Oakland University,GOLDEN STATE WARRIORS
15,Andris Biedrins,C,6-11,240,"April 2, 1986",7,,GOLDEN STATE WARRIORS
54,Kwame Brown,C,6-11,270,"March 10, 1982",10,,GOLDEN STATE WARRIORS
30,Stephen Curry,PG,6-3,190,"March 14, 1988",2,Davidson College,GOLDEN STATE WARRIORS
8,Monta Ellis,SG,6-3,185,"October 26, 1985",6,,GOLDEN STATE WARRIORS
32,Mickell Gladness,PF,6-11,220,"July 26, 1986",R,Alabama A&M University,GOLDEN STATE WARRIORS
44,Richard Jefferson,SF,6-7,233,"June 21, 1980",10,University of Arizona,GOLDEN STATE WARRIORS
22,Charles Jenkins,PG,6-3,220,"February 28, 1989",R,Hofstra University,GOLDEN STATE WARRIORS
10,David Lee,PF,6-9,245,"April 29, 1983",6,University of Florida,GOLDEN STATE WARRIORS
5,Dominic McGuire,PF,6-9,220,"October 20, 1985",4,"University of California, California State University, Fresno",GOLDEN STATE WARRIORS
31,Mikki Moore,C,6-11,225,"November 4, 1975",12,University of Nebraska,GOLDEN STATE WARRIORS
2,Nate Robinson,PG,5-9,180,"May 31, 1984",6,University of Washington,GOLDEN STATE WARRIORS
4,Brandon Rush,SF,6-6,220,"July 7, 1985",3,University of Kansas,GOLDEN STATE WARRIORS
12,Ish Smith,PG,6-0,175,"July 5, 1988",1,Wake Forest University,GOLDEN STATE WARRIORS
11,Klay Thompson,SG,6-7,215,"February 8, 1990",R,Washington State University,GOLDEN STATE WARRIORS
3,Jeremy Tyler,C,6-10,260,"June 21, 1991",R,,GOLDEN STATE WARRIORS
20,Ekpe Udoh,C,6-10,245,"May 20, 1987",1,"University of Michigan, Baylor University",GOLDEN STATE WARRIORS
33,Chris Wright,SF,6-8,226,"September 30, 1988",R,University of Dayton,GOLDEN STATE WARRIORS
1,Dorell Wright,SF,6-9,205,"December 2, 1985",7,,GOLDEN STATE WARRIORS
15,DeMarcus Cousins,C,6-11,270,"August 13, 1990",1,University of Kentucky,SACRAMENTO KINGS
13,Tyreke Evans,SG,6-6,220,"September 19, 1989",2,University of Memphis,SACRAMENTO KINGS
7,Jimmer Fredette,PG,6-2,195,"February 25, 1989",R,Brigham Young University,SACRAMENTO KINGS
32,Francisco Garcia,SF,6-7,195,"December 31, 1981",6,University of Louisville,SACRAMENTO KINGS
20,Donte Greene,PF,6-11,226,"February 21, 1988",3,Syracuse University,SACRAMENTO KINGS
42,Chuck Hayes,C,6-6,240,"June 11, 1983",6,University of Kentucky,SACRAMENTO KINGS
31,J.J. Hickson,PF,6-9,242,"September 4, 1988",3,North Carolina State University,SACRAMENTO KINGS
3,Tyler Honeycutt,SF,6-8,188,"July 15, 1990",R,"University of California, Los Angeles",SACRAMENTO KINGS
25,Travis Outlaw,SF,6-9,210,"September 18, 1984",8,,SACRAMENTO KINGS
5,John Salmons,SF,6-7,210,"December 12, 1979",9,University of Miami,SACRAMENTO KINGS
22,Isaiah Thomas,PG,5-9,185,"February 7, 1989",R,University of Washington,SACRAMENTO KINGS
34,Jason Thompson,PF,6-11,250,"July 21, 1986",3,Rider University,SACRAMENTO KINGS
23,Marcus Thornton,SG,6-4,205,"June 5, 1987",2,Louisiana State University,SACRAMENTO KINGS
33,Hassan Whiteside,C,7-0,265,"June 13, 1989",1,Marshall University,SACRAMENTO KINGS
55,Terrence Williams,SG,6-6,220,"June 28, 1987",2,University of Louisville,SACRAMENTO KINGS
25,James Anderson,SG,6-6,213,"March 25, 1989",1,Oklahoma State University,SAN ANTONIO SPURS
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",2,University of Pittsburgh,SAN ANTONIO SPURS
15,Matt Bonner,PF,6-10,235,"April 5, 1980",7,University of Florida,SAN ANTONIO SPURS
34,Derrick Byars,PF,6-7,220,"April 25, 1984",R,"University of Virginia, Vanderbilt University",SAN ANTONIO SPURS
23,Eric Dawson,C,6-9,250,"July 7, 1984",R,Midwestern State University,SAN ANTONIO SPURS
1,Justin Dentmon,PG,5-11,185,"September 5, 1985",R,University of Washington,SAN ANTONIO SPURS
33,Boris Diaw,PF,6-8,250,"April 16, 1982",8,,SAN ANTONIO SPURS
1,Ike Diogu,PF,6-8,250,"September 11, 1983",5,Arizona State University,SAN ANTONIO SPURS
21,Tim Duncan,C,6-11,250,"April 25, 1976",14,Wake Forest University,SAN ANTONIO SPURS
11,T.J. Ford,PG,6-0,165,"March 24, 1983",7,University of Texas at Austin,SAN ANTONIO SPURS
20,Manu Ginobili,SG,6-6,205,"July 28, 1977",9,,SAN ANTONIO SPURS
4,Danny Green,SG,6-6,215,"June 22, 1987",2,University of North Carolina,SAN ANTONIO SPURS
3,Stephen Jackson,SF,6-8,218,"April 5, 1978",11,Butler County Community College,SAN ANTONIO SPURS
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",10,University of Arizona,SAN ANTONIO SPURS
5,Cory Joseph,PG,6-3,193,"August 20, 1991",R,University of Texas at Austin,SAN ANTONIO SPURS
2,Kawhi Leonard,SF,6-7,230,"June 29, 1991",R,San Diego State University,SAN ANTONIO SPURS
8,Patty Mills,PG,6-0,180,"August 11, 1988",2,Saint Mary's College of California,SAN ANTONIO SPURS
14,Gary Neal,SG,6-4,210,"October 3, 1984",1,"La Salle University, Towson University",SAN ANTONIO SPURS
9,Tony Parker,PG,6-2,185,"May 17, 1982",10,,SAN ANTONIO SPURS
22,Tiago Splitter,C,6-11,245,"January 1, 1985",1,,SAN ANTONIO SPURS
23,Malcolm Thomas,PF,6-9,225,"November 8, 1988",R,"Pepperdine University, San Diego State University",SAN ANTONIO SPURS
9,Tony Allen,SG,6-4,213,"January 11, 1982",7,"Butler County Community College, Oklahoma State University",MEMPHIS GRIZZLIES
10,Gilbert Arenas,PG,6-3,191,"January 6, 1982",10,University of Arizona,MEMPHIS GRIZZLIES
11,Mike Conley,PG,6-1,175,"October 11, 1987",4,Ohio State University,MEMPHIS GRIZZLIES
44,Dante Cunningham,PF,6-8,230,"April 22, 1987",2,Villanova University,MEMPHIS GRIZZLIES
18,Josh Davis,PF,6-8,235,"August 10, 1980",3,University of Wyoming,MEMPHIS GRIZZLIES
33,Marc Gasol,C,7-1,255,"January 29, 1985",3,,MEMPHIS GRIZZLIES
22,Rudy Gay,SF,6-8,230,"August 17, 1986",5,University of Connecticut,MEMPHIS GRIZZLIES
15,Hamed Haddadi,C,7-2,254,"May 19, 1985",3,,MEMPHIS GRIZZLIES
14,Lester Hudson,PG,6-3,190,"August 7, 1984",2,University of Tennessee at Martin,MEMPHIS GRIZZLIES
32,O.J. Mayo,SG,6-5,210,"November 5, 1987",3,University of Southern California,MEMPHIS GRIZZLIES
1,Jeremy Pargo,PG,6-2,219,"March 17, 1986",R,Gonzaga University,MEMPHIS GRIZZLIES
20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",1,University of Washington,MEMPHIS GRIZZLIES
50,Zach Randolph,PF,6-9,250,"July 16, 1981",10,Michigan State University,MEMPHIS GRIZZLIES
2,Josh Selby,PG,6-2,183,"March 27, 1991",R,University of Kansas,MEMPHIS GRIZZLIES
3,Brian Skinner,C,6-9,255,"May 19, 1976",13,Baylor University,MEMPHIS GRIZZLIES
5,Marreese Speights,PF,6-10,255,"August 4, 1987",3,University of Florida,MEMPHIS GRIZZLIES
4,Sam Young,SF,6-6,220,"June 1, 1985",2,University of Pittsburgh,MEMPHIS GRIZZLIES
4,Kelenna Azubuike,SG,6-5,220,"December 16, 1983",4,University of Kentucky,DALLAS MAVERICKS
3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",2,,DALLAS MAVERICKS
35,Brian Cardinal,SF,6-8,245,"May 2, 1977",11,Purdue University,DALLAS MAVERICKS
25,Vince Carter,SG,6-6,220,"January 26, 1977",13,University of North Carolina,DALLAS MAVERICKS
33,Brendan Haywood,C,7-0,268,"November 27, 1979",10,University of North Carolina,DALLAS MAVERICKS
9,Yi Jianlian,PF,7-0,240,"October 27, 1987",4,,DALLAS MAVERICKS
20,Dominique Jones,SG,6-4,215,"October 15, 1988",1,University of South Florida,DALLAS MAVERICKS
2,Jason Kidd,PG,6-4,205,"March 23, 1973",17,University of California,DALLAS MAVERICKS
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",3,,DALLAS MAVERICKS
0,Shawn Marion,SF,6-7,220,"May 7, 1978",12,"University of Nevada, Las Vegas",DALLAS MAVERICKS
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",13,,DALLAS MAVERICKS
7,Lamar Odom,SF,6-10,220,"November 6, 1979",12,University of Rhode Island,DALLAS MAVERICKS
31,Jason Terry,SG,6-2,185,"September 15, 1977",12,University of Arizona,DALLAS MAVERICKS
13,Delonte West,PG,6-4,180,"July 26, 1983",7,Saint Joseph's University,DALLAS MAVERICKS
32,Sean Williams,C,6-10,235,"September 13, 1986",3,Boston College,DALLAS MAVERICKS
34,Brandan Wright,C,6-10,210,"October 5, 1987",3,University of North Carolina,DALLAS MAVERICKS
8,Jeff Adrien,PF,6-7,245,"February 10, 1986",1,University of Connecticut,HOUSTON ROCKETS
6,Earl Boykins,PG,5-5,135,"June 2, 1976",12,Eastern Michigan University,HOUSTON ROCKETS
10,Chase Budinger,SF,6-7,209,"May 22, 1988",2,University of Arizona,HOUSTON ROCKETS
29,Marcus Camby,C,6-11,220,"March 22, 1974",15,University of Massachusetts Amherst,HOUSTON ROCKETS
21,Samuel Dalembert,C,6-11,255,"May 10, 1981",9,Seton Hall University,HOUSTON ROCKETS
3,Goran Dragic,PG,6-3,190,"May 6, 1986",3,,HOUSTON ROCKETS
9,Jonny Flynn,PG,6-0,185,"February 6, 1989",2,Syracuse University,HOUSTON ROCKETS
9,Courtney Fortson,PG,5-11,185,"May 23, 1988",R,University of Arkansas,HOUSTON ROCKETS
27,Jordan Hill,C,6-10,235,"July 27, 1987",2,University of Arizona,HOUSTON ROCKETS
5,Courtney Lee,SG,6-5,215,"October 3, 1985",3,Western Kentucky University,HOUSTON ROCKETS
7,Kyle Lowry,PG,6-1,196,"March 25, 1986",5,Villanova University,HOUSTON ROCKETS
12,Kevin Martin,SG,6-7,199,"February 1, 1983",7,Western Carolina University,HOUSTON ROCKETS
2,Marcus Morris,PF,6-9,235,"September 2, 1989",R,University of Kansas,HOUSTON ROCKETS
25,Chandler Parsons,SF,6-10,230,"October 25, 1988",R,University of Florida,HOUSTON ROCKETS
54,Patrick Patterson,PF,6-9,230,"March 14, 1989",1,University of Kentucky,HOUSTON ROCKETS
4,Luis Scola,PF,6-9,240,"April 30, 1980",4,,HOUSTON ROCKETS
0,Greg Smith,C,6-10,250,"January 8, 1991",R,"California State University, Fresno",HOUSTON ROCKETS
32,Hasheem Thabeet,C,7-3,263,"February 16, 1987",2,University of Connecticut,HOUSTON ROCKETS
1,Terrence Williams,SG,6-6,220,"June 28, 1987",2,University of Louisville,HOUSTON ROCKETS
0,Al-Farouq Aminu,SF,6-9,220,"September 21, 1990",1,Wake Forest University,NEW ORLEANS PELICANS
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",7,"University of California, Los Angeles",NEW ORLEANS PELICANS
15,Gustavo Ayon,PF,6-10,250,"April 1, 1985",R,,NEW ORLEANS PELICANS
8,Marco Belinelli,SG,6-5,210,"March 25, 1986",4,,NEW ORLEANS PELICANS
11,Jerome Dyson,PG,6-3,180,"May 1, 1987",R,University of Connecticut,NEW ORLEANS PELICANS
54,Jeff Foote,C,7-0,265,"July 14, 1987",R,Cornell University,NEW ORLEANS PELICANS
10,Eric Gordon,PG,6-4,215,"December 25, 1988",3,Indiana University,NEW ORLEANS PELICANS
4,Xavier Henry,SG,6-6,220,"March 15, 1991",1,University of Kansas,NEW ORLEANS PELICANS
2,Jarrett Jack,PG,6-3,200,"October 28, 1983",6,Georgia Institute of Technology,NEW ORLEANS PELICANS
5,Carldell Johnson,PG,5-10,180,"January 28, 1983",R,University of Alabama at Birmingham,NEW ORLEANS PELICANS
20,Chris Johnson,C,6-11,210,"July 15, 1985",1,Louisiana State University,NEW ORLEANS PELICANS
12,Trey Johnson,SG,6-5,218,"August 30, 1984",2,"Alcorn State University, Jackson State University",NEW ORLEANS PELICANS
18,Solomon Jones,C,6-10,230,"July 16, 1984",5,University of South Florida,NEW ORLEANS PELICANS
35,Chris Kaman,C,7-0,265,"April 28, 1982",8,Central Michigan University,NEW ORLEANS PELICANS
24,Carl Landry,PF,6-9,248,"September 19, 1983",4,Purdue University,NEW ORLEANS PELICANS
50,Emeka Okafor,C,6-10,252,"September 28, 1982",7,University of Connecticut,NEW ORLEANS PELICANS
12,Donald Sloan,PG,6-3,205,"January 15, 1988",R,Texas A&M University,NEW ORLEANS PELICANS
14,Jason Smith,PF,7-0,240,"March 2, 1986",3,Colorado State University,NEW ORLEANS PELICANS
22,DaJuan Summers,SF,6-8,230,"January 24, 1988",2,Georgetown University,NEW ORLEANS PELICANS
42,Lance Thomas,PF,6-8,240,"April 24, 1988",R,Duke University,NEW ORLEANS PELICANS
21,Greivis Vasquez,SG,6-6,217,"January 16, 1987",1,University of Maryland,NEW ORLEANS PELICANS
31,Darryl Watkins,C,6-11,258,"November 8, 1984",1,Syracuse University,NEW ORLEANS PELICANS
20,Ray Allen,SG,6-5,205,"July 20, 1975",15,University of Connecticut,BOSTON CELTICS
30,Brandon Bass,PF,6-8,250,"April 30, 1985",6,Louisiana State University,BOSTON CELTICS
0,Avery Bradley,PG,6-2,180,"November 26, 1990",1,University of Texas at Austin,BOSTON CELTICS
4,Marquis Daniels,SG,6-6,200,"January 7, 1981",8,Auburn University,BOSTON CELTICS
51,Keyon Dooling,SG,6-3,196,"May 8, 1980",11,University of Missouri,BOSTON CELTICS
5,Kevin Garnett,C,6-11,240,"May 19, 1976",16,,BOSTON CELTICS
50,Ryan Hollins,C,7-0,240,"October 10, 1984",5,"University of California, Los Angeles",BOSTON CELTICS
12,JaJuan Johnson,PF,6-10,221,"February 8, 1989",R,Purdue University,BOSTON CELTICS
55,E'Twaun Moore,PG,6-4,191,"February 25, 1989",R,Purdue University,BOSTON CELTICS
7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",15,,BOSTON CELTICS
11,Sasha Pavlovic,SF,6-8,220,"November 15, 1983",8,,BOSTON CELTICS
