number,name,position,height,weight,birth_date,experience,college,team
4,Sean Marks,C,6-10,250,"August 23, 1975",10,University of California,PORTLAND TRAIL BLAZERS
2,Wesley Matthews,SG,6-5,220,"October 14, 1986",1,Marquette University,PORTLAND TRAIL BLAZERS
24,Andre Miller,PG,6-3,200,"March 19, 1976",11,University of Utah,PORTLAND TRAIL BLAZERS
8,Patty Mills,PG,6-0,180,"August 11, 1988",1,Saint Mary's College of California,PORTLAND TRAIL BLAZERS
21,Fabricio Oberto,C,6-10,245,"March 21, 1975",5,,PORTLAND TRAIL BLAZERS
10,Joel Przybilla,C,7-1,255,"October 10, 1979",10,University of Minnesota,PORTLAND TRAIL BLAZERS
7,Brandon Roy,SG,6-6,215,"July 23, 1984",4,University of Washington,PORTLAND TRAIL BLAZERS
3,Gerald Wallace,PF,6-7,215,"July 23, 1982",9,University of Alabama,PORTLAND TRAIL BLAZERS
19,Raja Bell,SG,6-5,204,"September 19, 1976",10,"Boston University, Florida International University",UTAH JAZZ
50,Marcus Cousin,C,6-11,245,"December 18, 1986",R,"Seton Hall University, University of Houston",UTAH JAZZ
16,Francisco Elson,C,7-0,235,"February 28, 1976",7,University of California,UTAH JAZZ
40,Jeremy Evans,SF,6-9,200,"October 24, 1987",R,Western Kentucky University,UTAH JAZZ
15,Derrick Favors,PF,6-10,265,"July 15, 1991",R,Georgia Institute of Technology,UTAH JAZZ
44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",3,,UTAH JAZZ
5,Devin Harris,PG,6-3,185,"February 27, 1983",6,University of Wisconsin,UTAH JAZZ
20,Gordon Hayward,SF,6-8,225,"March 23, 1990",R,Butler University,UTAH JAZZ
25,Al Jefferson,C,6-10,289,"January 4, 1985",6,,UTAH JAZZ
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",9,,UTAH JAZZ
34,C.J. Miles,SF,6-6,220,"March 18, 1987",5,,UTAH JAZZ
24,Paul Millsap,PF,6-8,246,"February 10, 1985",4,Louisiana Tech University,UTAH JAZZ
13,Mehmet Okur,C,6-11,249,"May 26, 1979",8,,UTAH JAZZ
17,Ronnie Price,SG,6-2,190,"June 21, 1983",5,"Nicholls State University, Utah Valley State College",UTAH JAZZ
11,Earl Watson,PG,6-1,195,"June 12, 1979",9,"University of California, Los Angeles",UTAH JAZZ
3,Kyle Weaver,SG,6-6,201,"February 18, 1986",2,Washington State University,UTAH JAZZ
8,Deron Williams,PG,6-3,200,"June 26, 1984",5,University of Illinois at Urbana-Champaign,UTAH JAZZ
15,Maurice Ager,SG,6-5,202,"February 9, 1984",3,Michigan State University,MINNESOTA TIMBERWOLVES
8,Michael Beasley,SF,6-9,235,"January 9, 1989",2,Kansas State University,MINNESOTA TIMBERWOLVES
22,Corey Brewer,SF,6-9,186,"March 5, 1986",3,University of Florida,MINNESOTA TIMBERWOLVES
19,Wayne Ellington,SG,6-5,200,"November 29, 1987",1,University of North Carolina,MINNESOTA TIMBERWOLVES
10,Jonny Flynn,PG,6-0,185,"February 6, 1989",1,Syracuse University,MINNESOTA TIMBERWOLVES
1,Sundiata Gaines,PG,6-1,185,"April 18, 1986",1,University of Georgia,MINNESOTA TIMBERWOLVES
32,Lazar Hayward,SF,6-6,225,"November 26, 1986",R,Marquette University,MINNESOTA TIMBERWOLVES
4,Wesley Johnson,SG,6-7,215,"July 11, 1987",R,"Iowa State University, Syracuse University",MINNESOTA TIMBERWOLVES
41,Kosta Koufos,C,7-0,245,"February 24, 1989",2,Ohio State University,MINNESOTA TIMBERWOLVES
42,Kevin Love,PF,6-10,251,"September 7, 1988",2,"University of California, Los Angeles",MINNESOTA TIMBERWOLVES
31,Darko Milicic,C,7-0,250,"June 20, 1985",7,,MINNESOTA TIMBERWOLVES
14,Nikola Pekovic,C,6-11,307,"January 3, 1986",R,,MINNESOTA TIMBERWOLVES
15,Anthony Randolph,C,6-10,205,"July 15, 1989",2,Louisiana State University,MINNESOTA TIMBERWOLVES
13,Luke Ridnour,PG,6-2,175,"February 13, 1981",7,University of Oregon,MINNESOTA TIMBERWOLVES
3,Sebastian Telfair,PG,6-0,165,"June 9, 1985",6,,MINNESOTA TIMBERWOLVES
44,Anthony Tolliver,SF,6-8,250,"June 1, 1985",2,Creighton University,MINNESOTA TIMBERWOLVES
5,Martell Webster,SF,6-7,230,"December 4, 1986",5,,MINNESOTA TIMBERWOLVES
9,Matt Barnes,SF,6-7,226,"March 9, 1980",7,"University of California, Los Angeles",LOS ANGELES LAKERS
5,Steve Blake,PG,6-3,172,"February 26, 1980",7,University of Maryland,LOS ANGELES LAKERS
12,Shannon Brown,SG,6-4,205,"November 29, 1985",4,Michigan State University,LOS ANGELES LAKERS
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",14,,LOS ANGELES LAKERS
17,Andrew Bynum,C,7-0,285,"October 27, 1987",5,,LOS ANGELES LAKERS
45,Derrick Caracter,C,6-9,275,"May 4, 1988",R,"University of Louisville, University of Texas at El Paso",LOS ANGELES LAKERS
3,Devin Ebanks,SG,6-9,215,"October 28, 1989",R,West Virginia University,LOS ANGELES LAKERS
2,Derek Fisher,PG,6-1,200,"August 9, 1974",14,University of Arkansas at Little Rock,LOS ANGELES LAKERS
16,Pau Gasol,C,7-0,250,"July 6, 1980",9,,LOS ANGELES LAKERS
10,Trey Johnson,SG,6-5,218,"August 30, 1984",1,"Alcorn State University, Jackson State University",LOS ANGELES LAKERS
7,Lamar Odom,PF,6-10,220,"November 6, 1979",11,University of Rhode Island,LOS ANGELES LAKERS
50,Theo Ratliff,C,6-10,225,"April 17, 1973",15,University of Wyoming,LOS ANGELES LAKERS
1,Joe Smith,PF,6-10,225,"July 26, 1975",15,University of Maryland,LOS ANGELES LAKERS
18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",6,,LOS ANGELES LAKERS
4,Luke Walton,SF,6-8,235,"March 28, 1980",7,University of Arizona,LOS ANGELES LAKERS
15,Metta World Peace,SF,6-6,260,"November 13, 1979",11,St. John's University,LOS ANGELES LAKERS
30,Earl Barron,C,7-0,250,"August 14, 1981",4,University of Memphis,PHOENIX SUNS
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",3,University of Oregon,PHOENIX SUNS
25,Vince Carter,SG,6-6,220,"January 26, 1977",12,University of North Carolina,PHOENIX SUNS
1,Josh Childress,SG,6-8,210,"June 20, 1983",4,Stanford University,PHOENIX SUNS
55,Earl Clark,SF,6-10,225,"January 17, 1988",1,University of Louisville,PHOENIX SUNS
22,Zabian Dowdell,PG,6-3,191,"September 10, 1984",R,Virginia Polytechnic Institute and State University,PHOENIX SUNS
2,Goran Dragic,PG,6-3,190,"May 6, 1986",2,,PHOENIX SUNS
3,Jared Dudley,SF,6-7,237,"July 10, 1985",3,Boston College,PHOENIX SUNS
8,Channing Frye,PF,7-0,255,"May 17, 1983",5,University of Arizona,PHOENIX SUNS
4,Marcin Gortat,C,6-11,240,"February 17, 1984",3,,PHOENIX SUNS
33,Grant Hill,SF,6-8,225,"October 5, 1972",15,Duke University,PHOENIX SUNS
31,Gani Lawal,PF,6-9,234,"November 7, 1988",R,Georgia Institute of Technology,PHOENIX SUNS
15,Robin Lopez,C,7-0,275,"April 1, 1988",2,Stanford University,PHOENIX SUNS
13,Steve Nash,PG,6-3,195,"February 7, 1974",14,Santa Clara University,PHOENIX SUNS
12,Mickael Pietrus,SG,6-6,215,"February 7, 1982",7,,PHOENIX SUNS
23,Jason Richardson,SG,6-6,220,"January 20, 1981",9,Michigan State University,PHOENIX SUNS
20,Garret Siler,C,6-11,305,"October 25, 1986",R,Augusta State University,PHOENIX SUNS
19,Hedo Turkoglu,PF,6-10,220,"March 19, 1979",10,,PHOENIX SUNS
21,Hakim Warrick,PF,6-9,219,"July 8, 1982",5,Syracuse University,PHOENIX SUNS
4,Jeff Adrien,PF,6-7,245,"February 10, 1986",R,University of Connecticut,GOLDEN STATE WARRIORS
19,Lou Amundson,PF,6-9,220,"December 7, 1982",4,"University of Nevada, Las Vegas",GOLDEN STATE WARRIORS
34,Charlie Bell,SG,6-3,200,"March 12, 1979",6,Michigan State University,GOLDEN STATE WARRIORS
15,Andris Biedrins,C,6-11,240,"April 2, 1986",6,,GOLDEN STATE WARRIORS
25,Rodney Carney,SF,6-7,205,"April 15, 1984",4,University of Memphis,GOLDEN STATE WARRIORS
30,Stephen Curry,PG,6-3,190,"March 14, 1988",1,Davidson College,GOLDEN STATE WARRIORS
8,Monta Ellis,SG,6-3,185,"October 26, 1985",5,,GOLDEN STATE WARRIORS
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",8,"University of California, Los Angeles",GOLDEN STATE WARRIORS
2,Acie Law,PG,6-3,195,"January 25, 1985",3,Texas A&M University,GOLDEN STATE WARRIORS
10,David Lee,PF,6-9,245,"April 29, 1983",5,University of Florida,GOLDEN STATE WARRIORS
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",R,Harvard University,GOLDEN STATE WARRIORS
77,Vladimir Radmanovic,PF,6-10,227,"November 19, 1980",9,,GOLDEN STATE WARRIORS
23,Al Thornton,PF,6-8,220,"December 7, 1983",3,Florida State University,GOLDEN STATE WARRIORS
20,Ekpe Udoh,C,6-10,245,"May 20, 1987",R,"University of Michigan, Baylor University",GOLDEN STATE WARRIORS
55,Reggie Williams,SF,6-6,205,"September 14, 1986",1,Virginia Military Institute,GOLDEN STATE WARRIORS
32,Brandan Wright,PF,6-10,210,"October 5, 1987",2,University of North Carolina,GOLDEN STATE WARRIORS
1,Dorell Wright,SF,6-9,205,"December 2, 1985",6,,GOLDEN STATE WARRIORS
3,Al-Farouq Aminu,SF,6-9,220,"September 21, 1990",R,Wake Forest University,LOS ANGELES CLIPPERS
12,Eric Bledsoe,PG,6-1,205,"December 9, 1989",R,University of Kentucky,LOS ANGELES CLIPPERS
45,Rasual Butler,SG,6-7,215,"May 23, 1979",8,La Salle University,LOS ANGELES CLIPPERS
31,Jarron Collins,C,6-11,255,"December 2, 1978",9,Stanford University,LOS ANGELES CLIPPERS
34,Brian Cook,PF,6-9,234,"December 4, 1980",7,University of Illinois at Urbana-Champaign,LOS ANGELES CLIPPERS
5,Baron Davis,PG,6-3,209,"April 13, 1979",11,"University of California, Los Angeles",LOS ANGELES CLIPPERS
50,Ike Diogu,PF,6-8,250,"September 11, 1983",4,Arizona State University,LOS ANGELES CLIPPERS
4,Randy Foye,SG,6-4,213,"September 24, 1983",4,Villanova University,LOS ANGELES CLIPPERS
15,Ryan Gomes,SF,6-7,250,"September 1, 1982",5,Providence College,LOS ANGELES CLIPPERS
10,Eric Gordon,SG,6-4,215,"December 25, 1988",2,Indiana University,LOS ANGELES CLIPPERS
32,Blake Griffin,PF,6-10,250,"March 16, 1989",R,University of Oklahoma,LOS ANGELES CLIPPERS
9,DeAndre Jordan,C,6-11,265,"July 21, 1988",2,Texas A&M University,LOS ANGELES CLIPPERS
35,Chris Kaman,C,7-0,265,"April 28, 1982",7,Central Michigan University,LOS ANGELES CLIPPERS
8,Jamario Moon,SF,6-8,205,"June 13, 1980",3,Meridian Community College,LOS ANGELES CLIPPERS
1,Craig Smith,PF,6-7,250,"November 10, 1983",4,Boston College,LOS ANGELES CLIPPERS
13,Willie Warren,PG,6-4,203,"October 22, 1989",R,University of Oklahoma,LOS ANGELES CLIPPERS
25,Mo Williams,PG,6-1,198,"December 19, 1982",7,University of Alabama,LOS ANGELES CLIPPERS
18,Omri Casspi,SF,6-9,225,"June 22, 1988",1,,SACRAMENTO KINGS
15,DeMarcus Cousins,C,6-11,270,"August 13, 1990",R,University of Kentucky,SACRAMENTO KINGS
10,Samuel Dalembert,C,6-11,255,"May 10, 1981",8,Seton Hall University,SACRAMENTO KINGS
13,Tyreke Evans,SG,6-6,220,"September 19, 1989",1,University of Memphis,SACRAMENTO KINGS
32,Francisco Garcia,SF,6-7,195,"December 31, 1981",5,University of Louisville,SACRAMENTO KINGS
20,Donte Greene,SF,6-11,226,"February 21, 1988",2,Syracuse University,SACRAMENTO KINGS
9,Luther Head,PG,6-3,185,"November 26, 1982",5,University of Illinois at Urbana-Champaign,SACRAMENTO KINGS
41,Darnell Jackson,PF,6-9,253,"November 7, 1985",2,University of Kansas,SACRAMENTO KINGS
5,Eugene Jeter,PG,5-11,175,"December 2, 1983",R,University of Portland,SACRAMENTO KINGS
24,Carl Landry,PF,6-9,248,"September 19, 1983",3,Purdue University,SACRAMENTO KINGS
3,Jermaine Taylor,SG,6-4,210,"December 8, 1986",1,University of Central Florida,SACRAMENTO KINGS
34,Jason Thompson,PF,6-11,250,"July 21, 1986",2,Rider University,SACRAMENTO KINGS
23,Marcus Thornton,SG,6-4,205,"June 5, 1987",1,Louisiana State University,SACRAMENTO KINGS
19,Beno Udrih,PG,6-3,205,"July 5, 1982",6,,SACRAMENTO KINGS
33,Hassan Whiteside,C,7-0,265,"June 13, 1989",R,Marshall University,SACRAMENTO KINGS
3,Antoine Wright,SG,6-7,210,"February 6, 1984",5,Texas A&M University,SACRAMENTO KINGS
25,James Anderson,SF,6-6,213,"March 25, 1989",R,Oklahoma State University,SAN ANTONIO SPURS
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",1,University of Pittsburgh,SAN ANTONIO SPURS
15,Matt Bonner,PF,6-10,235,"April 5, 1980",6,University of Florida,SAN ANTONIO SPURS
21,Tim Duncan,C,6-11,250,"April 25, 1976",13,Wake Forest University,SAN ANTONIO SPURS
23,Alonzo Gee,SG,6-6,225,"May 29, 1987",1,University of Alabama,SAN ANTONIO SPURS
20,Manu Ginobili,SG,6-6,205,"July 28, 1977",8,,SAN ANTONIO SPURS
4,Danny Green,SG,6-6,215,"June 22, 1987",1,University of North Carolina,SAN ANTONIO SPURS
3,George Hill,PG,6-3,188,"May 4, 1986",2,Indiana University-Purdue University Indianapolis,SAN ANTONIO SPURS
12,Othyus Jeffers,SG,6-5,200,"August 5, 1985",1,"University of Illinois at Chicago, Robert Morris University (IL)",SAN ANTONIO SPURS
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",9,University of Arizona,SAN ANTONIO SPURS
34,Antonio McDyess,PF,6-9,220,"September 7, 1974",14,University of Alabama,SAN ANTONIO SPURS
14,Gary Neal,SG,6-4,210,"October 3, 1984",R,"La Salle University, Towson University",SAN ANTONIO SPURS
23,Steve Novak,SF,6-10,225,"June 13, 1983",4,Marquette University,SAN ANTONIO SPURS
33,Larry Owens,SF,6-7,210,"January 8, 1983",R,Oral Roberts University,SAN ANTONIO SPURS
9,Tony Parker,PG,6-2,185,"May 17, 1982",9,,SAN ANTONIO SPURS
11,Chris Quinn,PG,6-2,185,"September 27, 1983",4,University of Notre Dame,SAN ANTONIO SPURS
1,Bobby Simmons,SF,6-7,210,"June 2, 1980",8,DePaul University,SAN ANTONIO SPURS
22,Tiago Splitter,C,6-11,245,"January 1, 1985",R,,SAN ANTONIO SPURS
2,Garrett Temple,SG,6-6,195,"May 8, 1986",1,Louisiana State University,SAN ANTONIO SPURS
5,Ime Udoka,SF,6-6,215,"August 9, 1977",6,"University of San Francisco, Portland State University",SAN ANTONIO SPURS
8,Alexis Ajinca,C,7-2,248,"May 6, 1988",2,,DALLAS MAVERICKS
11,J.J. Barea,PG,6-0,185,"June 26, 1984",4,Northeastern University,DALLAS MAVERICKS
3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",1,,DALLAS MAVERICKS
13,Corey Brewer,SG,6-9,186,"March 5, 1986",3,University of Florida,DALLAS MAVERICKS
4,Caron Butler,SF,6-7,228,"March 13, 1980",8,University of Connecticut,DALLAS MAVERICKS
35,Brian Cardinal,SF,6-8,245,"May 2, 1977",10,Purdue University,DALLAS MAVERICKS
6,Tyson Chandler,C,7-1,240,"October 2, 1982",9,,DALLAS MAVERICKS
33,Brendan Haywood,C,7-0,268,"November 27, 1979",9,University of North Carolina,DALLAS MAVERICKS
20,Dominique Jones,SG,6-4,215,"October 15, 1988",R,University of South Florida,DALLAS MAVERICKS
2,Jason Kidd,PG,6-4,205,"March 23, 1973",16,University of California,DALLAS MAVERICKS
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",2,,DALLAS MAVERICKS
0,Shawn Marion,SF,6-7,220,"May 7, 1978",11,"University of Nevada, Las Vegas",DALLAS MAVERICKS
21,Steve Novak,SF,6-10,225,"June 13, 1983",4,Marquette University,DALLAS MAVERICKS
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",12,,DALLAS MAVERICKS
7,Sasha Pavlovic,SF,6-8,220,"November 15, 1983",7,,DALLAS MAVERICKS
92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",10,,DALLAS MAVERICKS
16,Peja Stojakovic,SF,6-9,220,"June 9, 1977",12,,DALLAS MAVERICKS
31,Jason Terry,SG,6-2,185,"September 15, 1977",11,University of Arizona,DALLAS MAVERICKS
11,David Andersen,PF,6-11,245,"June 23, 1980",1,,NEW ORLEANS PELICANS
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",6,"University of California, Los Angeles",NEW ORLEANS PELICANS
32,Jerryd Bayless,PG,6-3,200,"August 20, 1988",2,University of Arizona,NEW ORLEANS PELICANS
8,Marco Belinelli,SG,6-5,210,"March 25, 1986",3,,NEW ORLEANS PELICANS
22,Patrick Ewing,SF,6-8,235,"May 20, 1984",R,"Indiana University, Georgetown University",NEW ORLEANS PELICANS
34,Aaron Gray,C,7-0,270,"December 7, 1984",3,University of Pittsburgh,NEW ORLEANS PELICANS
33,Willie Green,SG,6-4,200,"July 28, 1981",7,University of Detroit Mercy,NEW ORLEANS PELICANS
28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",6,,NEW ORLEANS PELICANS
2,Jarrett Jack,SG,6-3,200,"October 28, 1983",5,Georgia Institute of Technology,NEW ORLEANS PELICANS
24,Carl Landry,PF,6-9,248,"September 19, 1983",3,Purdue University,NEW ORLEANS PELICANS
44,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",3,George Washington University,NEW ORLEANS PELICANS
50,Emeka Okafor,C,6-10,252,"September 28, 1982",6,University of Connecticut,NEW ORLEANS PELICANS
3,Chris Paul,PG,6-0,175,"May 6, 1985",5,Wake Forest University,NEW ORLEANS PELICANS
6,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",7,,NEW ORLEANS PELICANS
20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",R,University of Washington,NEW ORLEANS PELICANS
14,Jason Smith,C,7-0,240,"March 2, 1986",2,Colorado State University,NEW ORLEANS PELICANS
16,Peja Stojakovic,SF,6-9,220,"June 9, 1977",12,,NEW ORLEANS PELICANS
5,Marcus Thornton,SG,6-4,205,"June 5, 1987",1,Louisiana State University,NEW ORLEANS PELICANS
30,David West,PF,6-9,250,"August 29, 1980",7,Xavier University,NEW ORLEANS PELICANS
9,Tony Allen,SG,6-4,213,"January 11, 1982",6,"Butler County Community College, Oklahoma State University",MEMPHIS GRIZZLIES
00,Darrell Arthur,PF,6-9,235,"March 25, 1988",2,University of Kansas,MEMPHIS GRIZZLIES
31,Shane Battier,SF,6-8,220,"September 9, 1978",9,Duke University,MEMPHIS GRIZZLIES
10,Rodney Carney,SF,6-7,205,"April 15, 1984",4,University of Memphis,MEMPHIS GRIZZLIES
1,DeMarre Carroll,PF,6-8,215,"July 27, 1986",1,"Vanderbilt University, University of Missouri",MEMPHIS GRIZZLIES
11,Mike Conley,PG,6-1,175,"October 11, 1987",3,Ohio State University,MEMPHIS GRIZZLIES
33,Marc Gasol,C,7-1,255,"January 29, 1985",2,,MEMPHIS GRIZZLIES
22,Rudy Gay,SF,6-8,230,"August 17, 1986",4,University of Connecticut,MEMPHIS GRIZZLIES
15,Hamed Haddadi,C,7-2,254,"May 19, 1985",2,,MEMPHIS GRIZZLIES
13,Xavier Henry,SG,6-6,220,"March 15, 1991",R,University of Kansas,MEMPHIS GRIZZLIES
2,Acie Law,PG,6-3,195,"January 25, 1985",3,Texas A&M University,MEMPHIS GRIZZLIES
32,O.J. Mayo,SG,6-5,210,"November 5, 1987",2,University of Southern California,MEMPHIS GRIZZLIES
7,Leon Powe,C,6-8,240,"January 22, 1984",4,University of California,MEMPHIS GRIZZLIES
50,Zach Randolph,PF,6-9,250,"July 16, 1981",9,Michigan State University,MEMPHIS GRIZZLIES
5,Ish Smith,PG,6-0,175,"July 5, 1988",R,Wake Forest University,MEMPHIS GRIZZLIES
34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",1,University of Connecticut,MEMPHIS GRIZZLIES
21,Greivis Vasquez,SG,6-6,217,"January 16, 1987",R,University of Maryland,MEMPHIS GRIZZLIES
3,Jason Williams,PG,6-1,190,"November 18, 1975",11,"Marshall University, University of Florida",MEMPHIS GRIZZLIES
4,Sam Young,SF,6-6,220,"June 1, 1985",1,University of Pittsburgh,MEMPHIS GRIZZLIES
31,Shane Battier,SF,6-8,220,"September 9, 1978",9,Duke University,HOUSTON ROCKETS
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",3,University of Oregon,HOUSTON ROCKETS
10,Chase Budinger,SF,6-7,209,"May 22, 1988",1,University of Arizona,HOUSTON ROCKETS
0,DeMarre Carroll,PF,6-8,215,"July 27, 1986",1,"Vanderbilt University, University of Missouri",HOUSTON ROCKETS
3,Goran Dragic,PG,6-3,190,"May 6, 1986",2,,HOUSTON ROCKETS
33,Mike Harris,PF,6-6,240,"June 15, 1983",2,Rice University,HOUSTON ROCKETS
44,Chuck Hayes,C,6-6,240,"June 11, 1983",5,University of Kentucky,HOUSTON ROCKETS
27,Jordan Hill,C,6-10,235,"July 27, 1987",1,University of Arizona,HOUSTON ROCKETS
20,Jared Jeffries,PF,6-11,230,"November 25, 1981",8,Indiana University,HOUSTON ROCKETS
5,Courtney Lee,SG,6-5,215,"October 3, 1985",2,Western Kentucky University,HOUSTON ROCKETS
7,Kyle Lowry,PG,6-1,196,"March 25, 1986",4,Villanova University,HOUSTON ROCKETS
12,Kevin Martin,SG,6-7,199,"February 1, 1983",6,Western Carolina University,HOUSTON ROCKETS
52,Brad Miller,C,6-11,244,"April 12, 1976",12,Purdue University,HOUSTON ROCKETS
11,Yao Ming,C,7-6,310,"September 12, 1980",7,,HOUSTON ROCKETS
54,Patrick Patterson,PF,6-9,230,"March 14, 1989",R,University of Kentucky,HOUSTON ROCKETS
4,Luis Scola,PF,6-9,240,"April 30, 1980",3,,HOUSTON ROCKETS
13,Ish Smith,PG,6-0,175,"July 5, 1988",R,Wake Forest University,HOUSTON ROCKETS
8,Jermaine Taylor,SG,6-4,210,"December 8, 1986",1,University of Central Florida,HOUSTON ROCKETS
32,Hasheem Thabeet,C,7-3,263,"February 16, 1987",1,University of Connecticut,HOUSTON ROCKETS
1,Terrence Williams,SG,6-6,220,"June 28, 1987",1,University of Louisville,HOUSTON ROCKETS
20,Ray Allen,SG,6-5,205,"July 20, 1975",14,University of Connecticut,BOSTON CELTICS
