slug,name,season,team
walljo01,John Wall,2018,WASHINGTON WIZARDS
walljo01,John Wall,2019,WASHINGTON WIZARDS
gortama01,Marcin Gortat,2008,ORLANDO MAGIC
gortama01,Marcin Gortat,2009,ORLANDO MAGIC
gortama01,Marcin Gortat,2010,ORLANDO MAGIC
gortama01,Marcin Gortat,2011,TOT
gortama01,Marcin Gortat,2011,ORLANDO MAGIC
gortama01,Marcin Gortat,2011,PHOENIX SUNS
gortama01,Marcin Gortat,2012,PHOENIX SUNS
gortama01,Marcin Gortat,2013,PHOENIX SUNS
gortama01,Marcin Gortat,2014,WASHINGTON WIZARDS
gortama01,Marcin Gortat,2015,WASHINGTON WIZARDS
gortama01,Marcin Gortat,2016,WASHINGTON WIZARDS
gortama01,Marcin Gortat,2017,WASHINGTON WIZARDS
gortama01,Marcin Gortat,2018,WASHINGTON WIZARDS
gortama01,Marcin Gortat,2019,LOS ANGELES CLIPPERS
thompkl01,Klay Thompson,2012,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2013,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2014,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2015,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2016,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2017,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2018,GOLDEN STATE WARRIORS
thompkl01,Klay Thompson,2019,GOLDEN STATE WARRIORS
goodedr01,Drew Gooden,2003,TOT
goodedr01,Drew Gooden,2003,MEMPHIS GRIZZLIES
goodedr01,Drew Gooden,2003,ORLANDO MAGIC
goodedr01,Drew Gooden,2004,ORLANDO MAGIC
goodedr01,Drew Gooden,2005,CLEVELAND CAVALIERS
goodedr01,Drew Gooden,2006,CLEVELAND CAVALIERS
goodedr01,Drew Gooden,2007,CLEVELAND CAVALIERS
goodedr01,Drew Gooden,2008,TOT
goodedr01,Drew Gooden,2008,CLEVELAND CAVALIERS
goodedr01,Drew Gooden,2008,CHICAGO BULLS
goodedr01,Drew Gooden,2009,TOT
goodedr01,Drew Gooden,2009,CHICAGO BULLS
goodedr01,Drew Gooden,2009,SACRAMENTO KINGS
goodedr01,Drew Gooden,2009,SAN ANTONIO SPURS
goodedr01,Drew Gooden,2010,TOT
goodedr01,Drew Gooden,2010,DALLAS MAVERICKS
goodedr01,Drew Gooden,2010,LOS ANGELES CLIPPERS
goodedr01,Drew Gooden,2011,MILWAUKEE BUCKS
goodedr01,Drew Gooden,2012,MILWAUKEE BUCKS
goodedr01,Drew Gooden,2013,MILWAUKEE BUCKS
goodedr01,Drew Gooden,2014,WASHINGTON WIZARDS
goodedr01,Drew Gooden,2015,WASHINGTON WIZARDS
goodedr01,Drew Gooden,2016,WASHINGTON WIZARDS
anderch01,Chris Andersen,2002,DENVER NUGGETS
anderch01,Chris Andersen,2003,DENVER NUGGETS
anderch01,Chris Andersen,2004,DENVER NUGGETS
anderch01,Chris Andersen,2005,NEW ORLEANS HORNETS
anderch01,Chris Andersen,2006,NEW ORLEANS/OKLAHOMA CITY HORNETS
anderch01,Chris Andersen,2007,Did Not Play (suspended—substance abuse)
anderch01,Chris Andersen,2008,NEW ORLEANS HORNETS
anderch01,Chris Andersen,2009,DENVER NUGGETS
anderch01,Chris Andersen,2010,DENVER NUGGETS
anderch01,Chris Andersen,2011,DENVER NUGGETS
anderch01,Chris Andersen,2012,DENVER NUGGETS
anderch01,Chris Andersen,2013,MIAMI HEAT
anderch01,Chris Andersen,2014,MIAMI HEAT
anderch01,Chris Andersen,2015,MIAMI HEAT
anderch01,Chris Andersen,2016,TOT
anderch01,Chris Andersen,2016,MIAMI HEAT
anderch01,Chris Andersen,2016,MEMPHIS GRIZZLIES
anderch01,Chris Andersen,2017,CLEVELAND CAVALIERS
conlemi01,Mike Conley,2008,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2009,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2010,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2011,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2012,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2013,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2014,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2015,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2016,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2017,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2018,MEMPHIS GRIZZLIES
conlemi01,Mike Conley,2019,MEMPHIS GRIZZLIES
jeffeal01,Al Jefferson,2005,BOSTON CELTICS
jeffeal01,Al Jefferson,2006,BOSTON CELTICS
jeffeal01,Al Jefferson,2007,BOSTON CELTICS
jeffeal01,Al Jefferson,2008,MINNESOTA TIMBERWOLVES
jeffeal01,Al Jefferson,2009,MINNESOTA TIMBERWOLVES
jeffeal01,Al Jefferson,2010,MINNESOTA TIMBERWOLVES
jeffeal01,Al Jefferson,2011,UTAH JAZZ
jeffeal01,Al Jefferson,2012,UTAH JAZZ
jeffeal01,Al Jefferson,2013,UTAH JAZZ
jeffeal01,Al Jefferson,2014,CHARLOTTE BOBCATS
jeffeal01,Al Jefferson,2015,CHARLOTTE HORNETS
jeffeal01,Al Jefferson,2016,CHARLOTTE HORNETS
jeffeal01,Al Jefferson,2017,INDIANA PACERS
jeffeal01,Al Jefferson,2018,INDIANA PACERS
lopezro01,Robin Lopez,2009,PHOENIX SUNS
lopezro01,Robin Lopez,2010,PHOENIX SUNS
lopezro01,Robin Lopez,2011,PHOENIX SUNS
lopezro01,Robin Lopez,2012,PHOENIX SUNS
lopezro01,Robin Lopez,2013,NEW ORLEANS HORNETS
lopezro01,Robin Lopez,2014,PORTLAND TRAIL BLAZERS
lopezro01,Robin Lopez,2015,PORTLAND TRAIL BLAZERS
lopezro01,Robin Lopez,2016,NEW YORK KNICKS
lopezro01,Robin Lopez,2017,CHICAGO BULLS
lopezro01,Robin Lopez,2018,CHICAGO BULLS
lopezro01,Robin Lopez,2019,CHICAGO BULLS
smartma01,Marcus Smart,2015,BOSTON CELTICS
smartma01,Marcus Smart,2016,BOSTON CELTICS
smartma01,Marcus Smart,2017,BOSTON CELTICS
smartma01,Marcus Smart,2018,BOSTON CELTICS
smartma01,Marcus Smart,2019,BOSTON CELTICS
thomala01,Lance Thomas,2012,NEW ORLEANS HORNETS
thomala01,Lance Thomas,2013,NEW ORLEANS HORNETS
thomala01,Lance Thomas,2014,NEW ORLEANS PELICANS
thomala01,Lance Thomas,2015,TOT
thomala01,Lance Thomas,2015,OKLAHOMA CITY THUNDER
thomala01,Lance Thomas,2015,NEW YORK KNICKS
thomala01,Lance Thomas,2016,NEW YORK KNICKS
thomala01,Lance Thomas,2017,NEW YORK KNICKS
thomala01,Lance Thomas,2018,NEW YORK KNICKS
thomala01,Lance Thomas,2019,NEW YORK KNICKS
rosede01,Derrick Rose,2009,CHICAGO BULLS
rosede01,Derrick Rose,2010,CHICAGO BULLS
rosede01,Derrick Rose,2011,CHICAGO BULLS
rosede01,Derrick Rose,2012,CHICAGO BULLS
rosede01,Derrick Rose,2013,Did Not Play (injury—ACL)
rosede01,Derrick Rose,2014,CHICAGO BULLS
rosede01,Derrick Rose,2015,CHICAGO BULLS
rosede01,Derrick Rose,2016,CHICAGO BULLS
rosede01,Derrick Rose,2017,NEW YORK KNICKS
rosede01,Derrick Rose,2018,TOT
rosede01,Derrick Rose,2018,CLEVELAND CAVALIERS
rosede01,Derrick Rose,2018,MINNESOTA TIMBERWOLVES
rosede01,Derrick Rose,2019,MINNESOTA TIMBERWOLVES
rosste01,Terrence Ross,2013,TORONTO RAPTORS
rosste01,Terrence Ross,2014,TORONTO RAPTORS
rosste01,Terrence Ross,2015,TORONTO RAPTORS
rosste01,Terrence Ross,2016,TORONTO RAPTORS
rosste01,Terrence Ross,2017,TOT
rosste01,Terrence Ross,2017,TORONTO RAPTORS
rosste01,Terrence Ross,2017,ORLANDO MAGIC
rosste01,Terrence Ross,2018,ORLANDO MAGIC
rosste01,Terrence Ross,2019,ORLANDO MAGIC
porteot01,Otto Porter,2014,WASHINGTON WIZARDS
porteot01,Otto Porter,2015,WASHINGTON WIZARDS
porteot01,Otto Porter,2016,WASHINGTON WIZARDS
porteot01,Otto Porter,2017,WASHINGTON WIZARDS
porteot01,Otto Porter,2018,WASHINGTON WIZARDS
porteot01,Otto Porter,2019,TOT
porteot01,Otto Porter,2019,WASHINGTON WIZARDS
porteot01,Otto Porter,2019,CHICAGO BULLS
muhamsh01,Shabazz Muhammad,2014,MINNESOTA TIMBERWOLVES
muhamsh01,Shabazz Muhammad,2015,MINNESOTA TIMBERWOLVES
muhamsh01,Shabazz Muhammad,2016,MINNESOTA TIMBERWOLVES
muhamsh01,Shabazz Muhammad,2017,MINNESOTA TIMBERWOLVES
muhamsh01,Shabazz Muhammad,2018,TOT
muhamsh01,Shabazz Muhammad,2018,MINNESOTA TIMBERWOLVES
muhamsh01,Shabazz Muhammad,2018,MILWAUKEE BUCKS
stoudam01,Amar'e Stoudemire,2003,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2004,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2005,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2006,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2007,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2008,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2009,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2010,PHOENIX SUNS
stoudam01,Amar'e Stoudemire,2011,NEW YORK KNICKS
stoudam01,Amar'e Stoudemire,2012,NEW YORK KNICKS
stoudam01,Amar'e Stoudemire,2013,NEW YORK KNICKS
stoudam01,Amar'e Stoudemire,2014,NEW YORK KNICKS
stoudam01,Amar'e Stoudemire,2015,TOT
stoudam01,Amar'e Stoudemire,2015,NEW YORK KNICKS
stoudam01,Amar'e Stoudemire,2015,DALLAS MAVERICKS
stoudam01,Amar'e Stoudemire,2016,MIAMI HEAT
derozde01,DeMar DeRozan,2010,TORONTO RAPTORS
derozde01,DeMar DeRozan,2011,TORONTO RAPTORS
derozde01,DeMar DeRozan,2012,TORONTO RAPTORS
derozde01,DeMar DeRozan,2013,TORONTO RAPTORS
derozde01,DeMar DeRozan,2014,TORONTO RAPTORS
derozde01,DeMar DeRozan,2015,TORONTO RAPTORS
derozde01,DeMar DeRozan,2016,TORONTO RAPTORS
derozde01,DeMar DeRozan,2017,TORONTO RAPTORS
derozde01,DeMar DeRozan,2018,TORONTO RAPTORS
derozde01,DeMar DeRozan,2019,SAN ANTONIO SPURS
sullija01,Jared Sullinger,2013,BOSTON CELTICS
sullija01,Jared Sullinger,2014,BOSTON CELTICS
sullija01,Jared Sullinger,2015,BOSTON CELTICS
sullija01,Jared Sullinger,2016,BOSTON CELTICS
sullija01,Jared Sullinger,2017,TORONTO RAPTORS
mcderdo01,Doug McDermott,2015,CHICAGO BULLS
mcderdo01,Doug McDermott,2016,CHICAGO BULLS
mcderdo01,Doug McDermott,2017,TOT
mcderdo01,Doug McDermott,2017,CHICAGO BULLS
mcderdo01,Doug McDermott,2017,OKLAHOMA CITY THUNDER
mcderdo01,Doug McDermott,2018,TOT
mcderdo01,Doug McDermott,2018,NEW YORK KNICKS
mcderdo01,Doug McDermott,2018,DALLAS MAVERICKS
mcderdo01,Doug McDermott,2019,INDIANA PACERS
ellinwa01,Wayne Ellington,2010,MINNESOTA TIMBERWOLVES
ellinwa01,Wayne Ellington,2011,MINNESOTA TIMBERWOLVES
ellinwa01,Wayne Ellington,2012,MINNESOTA TIMBERWOLVES
ellinwa01,Wayne Ellington,2013,TOT
ellinwa01,Wayne Ellington,2013,MEMPHIS GRIZZLIES
ellinwa01,Wayne Ellington,2013,CLEVELAND CAVALIERS
ellinwa01,Wayne Ellington,2014,DALLAS MAVERICKS
ellinwa01,Wayne Ellington,2015,LOS ANGELES LAKERS
ellinwa01,Wayne Ellington,2016,BROOKLYN NETS
ellinwa01,Wayne Ellington,2017,MIAMI HEAT
ellinwa01,Wayne Ellington,2018,MIAMI HEAT
ellinwa01,Wayne Ellington,2019,TOT
ellinwa01,Wayne Ellington,2019,MIAMI HEAT
ellinwa01,Wayne Ellington,2019,DETROIT PISTONS
leeco01,Courtney Lee,2009,ORLANDO MAGIC
leeco01,Courtney Lee,2010,NEW JERSEY NETS
leeco01,Courtney Lee,2011,HOUSTON ROCKETS
leeco01,Courtney Lee,2012,HOUSTON ROCKETS
leeco01,Courtney Lee,2013,BOSTON CELTICS
leeco01,Courtney Lee,2014,TOT
leeco01,Courtney Lee,2014,BOSTON CELTICS
leeco01,Courtney Lee,2014,MEMPHIS GRIZZLIES
leeco01,Courtney Lee,2015,MEMPHIS GRIZZLIES
leeco01,Courtney Lee,2016,TOT
leeco01,Courtney Lee,2016,MEMPHIS GRIZZLIES
leeco01,Courtney Lee,2016,CHARLOTTE HORNETS
leeco01,Courtney Lee,2017,NEW YORK KNICKS
leeco01,Courtney Lee,2018,NEW YORK KNICKS
leeco01,Courtney Lee,2019,TOT
leeco01,Courtney Lee,2019,NEW YORK KNICKS
leeco01,Courtney Lee,2019,DALLAS MAVERICKS
speigma01,Marreese Speights,2009,PHILADELPHIA 76ERS
speigma01,Marreese Speights,2010,PHILADELPHIA 76ERS
speigma01,Marreese Speights,2011,PHILADELPHIA 76ERS
speigma01,Marreese Speights,2012,MEMPHIS GRIZZLIES
speigma01,Marreese Speights,2013,TOT
speigma01,Marreese Speights,2013,MEMPHIS GRIZZLIES
speigma01,Marreese Speights,2013,CLEVELAND CAVALIERS
speigma01,Marreese Speights,2014,GOLDEN STATE WARRIORS
speigma01,Marreese Speights,2015,GOLDEN STATE WARRIORS
speigma01,Marreese Speights,2016,GOLDEN STATE WARRIORS
speigma01,Marreese Speights,2017,LOS ANGELES CLIPPERS
speigma01,Marreese Speights,2018,ORLANDO MAGIC
booketr01,Trevor Booker,2011,WASHINGTON WIZARDS
booketr01,Trevor Booker,2012,WASHINGTON WIZARDS
booketr01,Trevor Booker,2013,WASHINGTON WIZARDS
booketr01,Trevor Booker,2014,WASHINGTON WIZARDS
booketr01,Trevor Booker,2015,UTAH JAZZ
booketr01,Trevor Booker,2016,UTAH JAZZ
booketr01,Trevor Booker,2017,BROOKLYN NETS
booketr01,Trevor Booker,2018,TOT
booketr01,Trevor Booker,2018,BROOKLYN NETS
booketr01,Trevor Booker,2018,PHILADELPHIA 76ERS
booketr01,Trevor Booker,2018,INDIANA PACERS
dienggo01,Gorgui Dieng,2014,MINNESOTA TIMBERWOLVES
dienggo01,Gorgui Dieng,2015,MINNESOTA TIMBERWOLVES
dienggo01,Gorgui Dieng,2016,MINNESOTA TIMBERWOLVES
dienggo01,Gorgui Dieng,2017,MINNESOTA TIMBERWOLVES
dienggo01,Gorgui Dieng,2018,MINNESOTA TIMBERWOLVES
dienggo01,Gorgui Dieng,2019,MINNESOTA TIMBERWOLVES
johnsjo02,Joe Johnson,2002,TOT
johnsjo02,Joe Johnson,2002,BOSTON CELTICS
johnsjo02,Joe Johnson,2002,PHOENIX SUNS
johnsjo02,Joe Johnson,2003,PHOENIX SUNS
johnsjo02,Joe Johnson,2004,PHOENIX SUNS
johnsjo02,Joe Johnson,2005,PHOENIX SUNS
johnsjo02,Joe Johnson,2006,ATLANTA HAWKS
johnsjo02,Joe Johnson,2007,ATLANTA HAWKS
johnsjo02,Joe Johnson,2008,ATLANTA HAWKS
johnsjo02,Joe Johnson,2009,ATLANTA HAWKS
johnsjo02,Joe Johnson,2010,ATLANTA HAWKS
johnsjo02,Joe Johnson,2011,ATLANTA HAWKS
johnsjo02,Joe Johnson,2012,ATLANTA HAWKS
johnsjo02,Joe Johnson,2013,BROOKLYN NETS
johnsjo02,Joe Johnson,2014,BROOKLYN NETS
johnsjo02,Joe Johnson,2015,BROOKLYN NETS
johnsjo02,Joe Johnson,2016,TOT
johnsjo02,Joe Johnson,2016,BROOKLYN NETS
johnsjo02,Joe Johnson,2016,MIAMI HEAT
johnsjo02,Joe Johnson,2017,UTAH JAZZ
johnsjo02,Joe Johnson,2018,TOT
johnsjo02,Joe Johnson,2018,UTAH JAZZ
johnsjo02,Joe Johnson,2018,HOUSTON ROCKETS
augusdj01,D.J. Augustin,2009,CHARLOTTE BOBCATS
augusdj01,D.J. Augustin,2010,CHARLOTTE BOBCATS
augusdj01,D.J. Augustin,2011,CHARLOTTE BOBCATS
augusdj01,D.J. Augustin,2012,CHARLOTTE BOBCATS
augusdj01,D.J. Augustin,2013,INDIANA PACERS
augusdj01,D.J. Augustin,2014,TOT
augusdj01,D.J. Augustin,2014,TORONTO RAPTORS
augusdj01,D.J. Augustin,2014,CHICAGO BULLS
augusdj01,D.J. Augustin,2015,TOT
augusdj01,D.J. Augustin,2015,DETROIT PISTONS
augusdj01,D.J. Augustin,2015,OKLAHOMA CITY THUNDER
augusdj01,D.J. Augustin,2016,TOT
augusdj01,D.J. Augustin,2016,OKLAHOMA CITY THUNDER
augusdj01,D.J. Augustin,2016,DENVER NUGGETS
augusdj01,D.J. Augustin,2017,ORLANDO MAGIC
augusdj01,D.J. Augustin,2018,ORLANDO MAGIC
augusdj01,D.J. Augustin,2019,ORLANDO MAGIC
sandela01,Larry Sanders,2011,MILWAUKEE BUCKS
sandela01,Larry Sanders,2012,MILWAUKEE BUCKS
sandela01,Larry Sanders,2013,MILWAUKEE BUCKS
sandela01,Larry Sanders,2014,MILWAUKEE BUCKS
sandela01,Larry Sanders,2015,MILWAUKEE BUCKS
sandela01,Larry Sanders,2016,Did Not Play
sandela01,Larry Sanders,2017,CLEVELAND CAVALIERS
mozgoti01,Timofey Mozgov,2011,TOT
mozgoti01,Timofey Mozgov,2011,NEW YORK KNICKS
mozgoti01,Timofey Mozgov,2011,DENVER NUGGETS
mozgoti01,Timofey Mozgov,2012,DENVER NUGGETS
mozgoti01,Timofey Mozgov,2013,DENVER NUGGETS
mozgoti01,Timofey Mozgov,2014,DENVER NUGGETS
mozgoti01,Timofey Mozgov,2015,TOT
mozgoti01,Timofey Mozgov,2015,DENVER NUGGETS
mozgoti01,Timofey Mozgov,2015,CLEVELAND CAVALIERS
mozgoti01,Timofey Mozgov,2016,CLEVELAND CAVALIERS
mozgoti01,Timofey Mozgov,2017,LOS ANGELES LAKERS
mozgoti01,Timofey Mozgov,2018,BROOKLYN NETS
antetgi01,Giannis Antetokounmpo,2014,MILWAUKEE BUCKS
antetgi01,Giannis Antetokounmpo,2015,MILWAUKEE BUCKS
antetgi01,Giannis Antetokounmpo,2016,MILWAUKEE BUCKS
antetgi01,Giannis Antetokounmpo,2017,MILWAUKEE BUCKS
antetgi01,Giannis Antetokounmpo,2018,MILWAUKEE BUCKS
antetgi01,Giannis Antetokounmpo,2019,MILWAUKEE BUCKS
morrima02,Markieff Morris,2012,PHOENIX SUNS
morrima02,Markieff Morris,2013,PHOENIX SUNS
morrima02,Markieff Morris,2014,PHOENIX SUNS
morrima02,Markieff Morris,2015,PHOENIX SUNS
morrima02,Markieff Morris,2016,TOT
morrima02,Markieff Morris,2016,PHOENIX SUNS
morrima02,Markieff Morris,2016,WASHINGTON WIZARDS
morrima02,Markieff Morris,2017,WASHINGTON WIZARDS
morrima02,Markieff Morris,2018,WASHINGTON WIZARDS
morrima02,Markieff Morris,2019,TOT
morrima02,Markieff Morris,2019,WASHINGTON WIZARDS
morrima02,Markieff Morris,2019,OKLAHOMA CITY THUNDER
plumlmi01,Miles Plumlee,2013,INDIANA PACERS
plumlmi01,Miles Plumlee,2014,PHOENIX SUNS
plumlmi01,Miles Plumlee,2015,TOT
plumlmi01,Miles Plumlee,2015,PHOENIX SUNS
plumlmi01,Miles Plumlee,2015,MILWAUKEE BUCKS
plumlmi01,Miles Plumlee,2016,MILWAUKEE BUCKS
plumlmi01,Miles Plumlee,2017,TOT
plumlmi01,Miles Plumlee,2017,MILWAUKEE BUCKS
plumlmi01,Miles Plumlee,2017,CHARLOTTE HORNETS
plumlmi01,Miles Plumlee,2018,ATLANTA HAWKS
plumlmi01,Miles Plumlee,2019,ATLANTA HAWKS
haywago01,Gordon Hayward,2011,UTAH JAZZ
haywago01,Gordon Hayward,2012,UTAH JAZZ
haywago01,Gordon Hayward,2013,UTAH JAZZ
haywago01,Gordon Hayward,2014,UTAH JAZZ
haywago01,Gordon Hayward,2015,UTAH JAZZ
haywago01,Gordon Hayward,2016,UTAH JAZZ
haywago01,Gordon Hayward,2017,UTAH JAZZ
haywago01,Gordon Hayward,2018,BOSTON CELTICS
haywago01,Gordon Hayward,2019,BOSTON CELTICS
greendr01,Draymond Green,2013,GOLDEN STATE WARRIORS
greendr01,Draymond Green,2014,GOLDEN STATE WARRIORS
greendr01,Draymond Green,2015,GOLDEN STATE WARRIORS
greendr01,Draymond Green,2016,GOLDEN STATE WARRIORS
greendr01,Draymond Green,2017,GOLDEN STATE WARRIORS
greendr01,Draymond Green,2018,GOLDEN STATE WARRIORS
greendr01,Draymond Green,2019,GOLDEN STATE WARRIORS
daviebr01,Brandon Davies,2014,PHILADELPHIA 76ERS
daviebr01,Brandon Davies,2015,TOT
daviebr01,Brandon Davies,2015,PHILADELPHIA 76ERS
daviebr01,Brandon Davies,2015,BROOKLYN NETS
jackja01,Jarrett Jack,2006,PORTLAND TRAIL BLAZERS
jackja01,Jarrett Jack,2007,PORTLAND TRAIL BLAZERS
jackja01,Jarrett Jack,2008,PORTLAND TRAIL BLAZERS
jackja01,Jarrett Jack,2009,INDIANA PACERS
jackja01,Jarrett Jack,2010,TORONTO RAPTORS
jackja01,Jarrett Jack,2011,TOT
jackja01,Jarrett Jack,2011,TORONTO RAPTORS
jackja01,Jarrett Jack,2011,NEW ORLEANS HORNETS
jackja01,Jarrett Jack,2012,NEW ORLEANS HORNETS
jackja01,Jarrett Jack,2013,GOLDEN STATE WARRIORS
jackja01,Jarrett Jack,2014,CLEVELAND CAVALIERS
jackja01,Jarrett Jack,2015,BROOKLYN NETS
jackja01,Jarrett Jack,2016,BROOKLYN NETS
jackja01,Jarrett Jack,2017,NEW ORLEANS PELICANS
jackja01,Jarrett Jack,2018,NEW YORK KNICKS
kamanch01,Chris Kaman,2004,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2005,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2006,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2007,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2008,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2009,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2010,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2011,LOS ANGELES CLIPPERS
kamanch01,Chris Kaman,2012,NEW ORLEANS HORNETS
kamanch01,Chris Kaman,2013,DALLAS MAVERICKS
kamanch01,Chris Kaman,2014,LOS ANGELES LAKERS
kamanch01,Chris Kaman,2015,PORTLAND TRAIL BLAZERS
kamanch01,Chris Kaman,2016,PORTLAND TRAIL BLAZERS
pattepa01,Patrick Patterson,2011,HOUSTON ROCKETS
pattepa01,Patrick Patterson,2012,HOUSTON ROCKETS
pattepa01,Patrick Patterson,2013,TOT
pattepa01,Patrick Patterson,2013,HOUSTON ROCKETS
pattepa01,Patrick Patterson,2013,SACRAMENTO KINGS
pattepa01,Patrick Patterson,2014,TOT
pattepa01,Patrick Patterson,2014,SACRAMENTO KINGS
pattepa01,Patrick Patterson,2014,TORONTO RAPTORS
pattepa01,Patrick Patterson,2015,TORONTO RAPTORS
pattepa01,Patrick Patterson,2016,TORONTO RAPTORS
pattepa01,Patrick Patterson,2017,TORONTO RAPTORS
pattepa01,Patrick Patterson,2018,OKLAHOMA CITY THUNDER
pattepa01,Patrick Patterson,2019,OKLAHOMA CITY THUNDER
turneev01,Evan Turner,2011,PHILADELPHIA 76ERS
turneev01,Evan Turner,2012,PHILADELPHIA 76ERS
turneev01,Evan Turner,2013,PHILADELPHIA 76ERS
turneev01,Evan Turner,2014,TOT
turneev01,Evan Turner,2014,PHILADELPHIA 76ERS
turneev01,Evan Turner,2014,INDIANA PACERS
turneev01,Evan Turner,2015,BOSTON CELTICS
turneev01,Evan Turner,2016,BOSTON CELTICS
turneev01,Evan Turner,2017,PORTLAND TRAIL BLAZERS
turneev01,Evan Turner,2018,PORTLAND TRAIL BLAZERS
turneev01,Evan Turner,2019,PORTLAND TRAIL BLAZERS
drumman01,Andre Drummond,2013,DETROIT PISTONS
drumman01,Andre Drummond,2014,DETROIT PISTONS
drumman01,Andre Drummond,2015,DETROIT PISTONS
drumman01,Andre Drummond,2016,DETROIT PISTONS
drumman01,Andre Drummond,2017,DETROIT PISTONS
drumman01,Andre Drummond,2018,DETROIT PISTONS
drumman01,Andre Drummond,2019,DETROIT PISTONS
anthoca01,Carmelo Anthony,2004,DENVER NUGGETS
anthoca01,Carmelo Anthony,2005,DENVER NUGGETS
anthoca01,Carmelo Anthony,2006,DENVER NUGGETS
anthoca01,Carmelo Anthony,2007,DENVER NUGGETS
anthoca01,Carmelo Anthony,2008,DENVER NUGGETS
anthoca01,Carmelo Anthony,2009,DENVER NUGGETS
anthoca01,Carmelo Anthony,2010,DENVER NUGGETS
anthoca01,Carmelo Anthony,2011,TOT
anthoca01,Carmelo Anthony,2011,DENVER NUGGETS
anthoca01,Carmelo Anthony,2011,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2012,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2013,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2014,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2015,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2016,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2017,NEW YORK KNICKS
anthoca01,Carmelo Anthony,2018,OKLAHOMA CITY THUNDER
anthoca01,Carmelo Anthony,2019,HOUSTON ROCKETS
denglu01,Luol Deng,2005,CHICAGO BULLS
denglu01,Luol Deng,2006,CHICAGO BULLS
denglu01,Luol Deng,2007,CHICAGO BULLS
denglu01,Luol Deng,2008,CHICAGO BULLS
denglu01,Luol Deng,2009,CHICAGO BULLS
denglu01,Luol Deng,2010,CHICAGO BULLS
denglu01,Luol Deng,2011,CHICAGO BULLS
denglu01,Luol Deng,2012,CHICAGO BULLS
denglu01,Luol Deng,2013,CHICAGO BULLS
denglu01,Luol Deng,2014,TOT
denglu01,Luol Deng,2014,CHICAGO BULLS
denglu01,Luol Deng,2014,CLEVELAND CAVALIERS
denglu01,Luol Deng,2015,MIAMI HEAT
denglu01,Luol Deng,2016,MIAMI HEAT
denglu01,Luol Deng,2017,LOS ANGELES LAKERS
denglu01,Luol Deng,2018,LOS ANGELES LAKERS
denglu01,Luol Deng,2019,MINNESOTA TIMBERWOLVES
millspa01,Paul Millsap,2007,UTAH JAZZ
millspa01,Paul Millsap,2008,UTAH JAZZ
millspa01,Paul Millsap,2009,UTAH JAZZ
millspa01,Paul Millsap,2010,UTAH JAZZ
millspa01,Paul Millsap,2011,UTAH JAZZ
millspa01,Paul Millsap,2012,UTAH JAZZ
millspa01,Paul Millsap,2013,UTAH JAZZ
millspa01,Paul Millsap,2014,ATLANTA HAWKS
millspa01,Paul Millsap,2015,ATLANTA HAWKS
millspa01,Paul Millsap,2016,ATLANTA HAWKS
millspa01,Paul Millsap,2017,ATLANTA HAWKS
millspa01,Paul Millsap,2018,DENVER NUGGETS
millspa01,Paul Millsap,2019,DENVER NUGGETS
middlkh01,Khris Middleton,2013,DETROIT PISTONS
middlkh01,Khris Middleton,2014,MILWAUKEE BUCKS
middlkh01,Khris Middleton,2015,MILWAUKEE BUCKS
middlkh01,Khris Middleton,2016,MILWAUKEE BUCKS
